square_feet,bedrooms,bathrooms,age_years,garage_size,has_pool,has_fireplace,has_basement,lot_size,price,price_per_sqft,total_rooms,luxury_score,neighborhood_Downtown,neighborhood_Historic,neighborhood_New_Development,neighborhood_Suburbs,neighborhood_Waterfront,school_district_Average,school_district_Below_Average,school_district_Excellent,school_district_Good,age_category_New,age_category_Recent,age_category_Mature,age_category_Old
2236.796215317591,5,2.122327537842298,8.941362472865665,2,0,1,1,2.0,653430.4469751348,292.12784003318677,7.122327537842298,3,False,False,False,False,True,False,False,True,False,False,True,False,False
1540.2878828830985,4,1.0,4.066869729058099,1,1,1,0,2.0,449324.43185804726,291.7145793661672,5.0,2,False,True,False,False,False,False,False,False,True,True,False,False,False
2774.96720250877,4,3.098328204894027,0.7633118092604816,2,0,0,1,2.0,597610.9690620753,215.35784946279438,7.0983282048940275,2,False,False,False,True,False,True,False,False,False,True,False,False,False
1608.3733538318816,4,1.6418055794081547,19.342867081651285,2,1,0,0,2.0,559479.9207438462,347.8545074195049,5.641805579408155,2,False,False,False,False,True,False,False,False,True,False,False,True,False
1838.9692418971622,4,2.6913974912889196,1.7748796141672543,1,0,0,0,2.0,457644.10445915797,248.85903147952166,6.691397491288919,0,False,False,False,True,False,False,False,True,False,True,False,False,False
2406.758608684835,3,4.159266135799979,14.059632338498995,2,0,0,0,2.0,571021.075082083,237.25731073384028,7.159266135799979,1,False,False,True,False,False,False,False,True,False,False,True,False,False
1384.5678417830222,2,1.7644923267308612,4.949446758168735,2,0,0,1,2.0,423260.7737939709,305.6988332539221,3.764492326730861,2,True,False,False,False,False,True,False,False,False,True,False,False,False
2113.729967302065,3,1.0,2.858258744590087,0,1,0,1,2.0,476156.7154233934,225.26846985622916,4.0,2,False,False,False,True,False,True,False,False,False,True,False,False,False
2653.571377141214,4,2.2711966224959115,7.164526676170016,3,1,1,0,2.0,678236.1248428478,255.59369937639875,6.2711966224959115,3,True,False,False,False,False,False,False,False,True,False,True,False,False
1196.2583827193862,3,3.380767707998857,24.250395727737427,2,0,0,1,2.0,446875.8635113521,373.5613225091845,6.3807677079988565,2,False,False,False,False,True,True,False,False,False,False,False,True,False
2092.3169292661523,4,4.066677963376475,7.4660147736563305,2,0,0,0,2.0,558461.4949597027,266.91056557840614,8.066677963376474,1,True,False,False,False,False,True,False,False,False,False,True,False,False
2129.9413971242116,6,1.5163603244380663,20.840665598879344,1,1,0,1,2.0,516367.723776895,242.43283147324175,7.516360324438066,2,False,False,False,True,False,True,False,False,False,False,False,True,False
2390.9114358886554,2,2.8973593785892175,2.011309723366998,1,0,1,0,2.0,517675.4245203441,216.51802603383936,4.8973593785892175,1,False,False,False,True,False,False,False,False,True,True,False,False,False
1381.5246445609591,4,2.127751634575957,22.226982094782954,3,0,0,0,2.0,442133.9409466941,320.0333361314751,6.127751634575957,1,False,False,True,False,False,True,False,False,False,False,False,True,False
1339.7716934578618,4,2.4152413165566915,4.056147991081752,1,0,1,1,2.0,411392.3947615734,307.0615663626964,6.415241316556692,2,False,False,False,True,False,False,False,False,True,True,False,False,False
2260.970782808449,5,4.615474677613628,16.969812261765846,2,0,0,1,2.0,610897.6414922873,270.192629704602,9.615474677613628,2,True,False,False,False,False,True,False,False,False,False,False,True,False
