square_feet,bedrooms,bathrooms,age_years,garage_size,neighborhood,school_district,has_pool,has_fireplace,has_basement,lot_size,price
1727.8086377374086,3,2.1135511586532485,5.489270444320706,2,Suburbs,Good,1,0,1,2.0,471266.4412450688
2055.461294854933,3,2.6174344095884394,25.921734917167228,1,New_Development,Good,0,1,0,2.0,509107.1474541085
1424.5032112888484,5,3.7897765026043393,0.8799965661842547,2,Suburbs,Excellent,0,1,1,2.0,512568.872087906
2187.849009172836,3,3.2174714526924255,8.134932055426082,0,Suburbs,Average,1,1,1,2.0,509400.11447042756
1699.6806550405975,6,2.285175481675334,9.199283699842553,1,New_Development,Excellent,0,0,0,2.0,552872.9580975507
1854.1531251033616,3,1.7870462196677699,19.365094157892553,2,Downtown,Good,1,0,0,2.0,512184.76441505435
1699.1466938853016,3,1.0,12.809868293472409,1,Waterfront,Average,1,1,1,2.0,524743.2077238795
2926.139092254469,4,1.9246773446060639,16.503759624273044,1,Waterfront,Average,0,1,1,2.0,665454.803219797
1993.2513876310331,4,2.3310958089378446,22.512068157600428,1,Historic,Good,1,0,0,2.0,488634.9869316569
1471.1445355220499,4,1.7102563782790527,29.729602502367523,2,New_Development,Good,0,0,1,2.0,446041.50057623873
2411.2724560515944,4,2.3949944263261562,5.650442640984961,2,New_Development,Average,0,0,0,2.0,584797.4110437854
1389.5781750144888,4,2.5614815063670147,11.583593023761102,2,Downtown,Excellent,0,0,0,2.0,498557.0063364372
2104.431797502378,3,2.320115214553537,27.498857733594544,1,Historic,Excellent,0,0,0,2.0,501215.14821109775
1020.1649380601123,6,1.979997935341232,68.2760493792859,2,Waterfront,Average,1,0,0,2.0,425748.38104734407
1335.9069755507849,6,2.634923737573382,33.04371800810671,2,Waterfront,Excellent,0,1,0,2.0,536961.8495267015
2098.4306179345617,4,2.853552519655527,6.965507463011681,1,Downtown,Average,0,0,0,2.0,544669.9194161636
2369.2332899977055,3,1.627680738045723,3.256798149727695,2,Waterfront,Below_Average,0,1,1,2.0,598257.4191721579
2085.6841405949854,4,3.6287459037970162,10.082312384099636,1,New_Development,Good,1,0,1,2.0,559592.4544812352
1942.1758588058797,2,2.4211294941725905,20.30110405896105,3,New_Development,Good,1,0,0,2.0,514624.66683332756
1849.4481522053557,2,2.515079698355878,10.175920160027081,2,Suburbs,Average,1,0,0,2.0,460477.29051442817
1260.7390048162863,3,3.066571538605246,9.90093447011236,3,Downtown,Average,0,0,0,2.0,416776.4186661444
1640.0778958026458,4,2.6865729050108014,27.323734629147975,1,Suburbs,Below_Average,0,1,1,2.0,409342.8069309298
1769.6806145201062,5,3.262509307130596,6.727243746847422,2,Historic,Average,0,1,0,2.0,455508.42672656284
2528.561113109458,4,2.7296993321614593,29.469709834566633,2,Waterfront,Excellent,0,0,0,2.0,649445.8925922837
2171.8091447842307,4,2.01005010028765,7.83347643092252,2,Suburbs,Average,0,0,1,2.0,521070.88283674
1118.479922318633,4,2.7892028201648813,5.967658231303172,3,Downtown,Good,0,0,1,2.0,481514.47752398107
2162.0419846973973,3,1.5850190341434707,9.076767386275694,1,Suburbs,Good,0,1,0,2.0,475147.4860071684
1807.4588597918419,3,2.5868477646212185,21.560465228205086,1,Suburbs,Excellent,1,1,0,2.0,492210.3167642664
1661.5389998470207,6,2.4734160074844316,2.020158353097196,2,New_Development,Excellent,0,0,0,2.0,569630.9265992441
2305.8381444204338,2,2.3335065141819684,3.2801633784333624,2,Waterfront,Average,0,1,1,2.0,617363.8590312995
2515.4997612479756,5,2.3971699908488553,45.375817686578216,2,Suburbs,Good,0,1,1,2.0,552078.0596054384
2465.6400595580994,4,1.0,2.894519733764568,1,Suburbs,Good,1,0,0,2.0,555768.6800277985
1580.3912383886807,4,2.0610200738072306,12.580480220600826,2,Downtown,Good,1,0,1,2.0,544772.8518711873
1845.3938120743928,4,2.574275920912892,12.988045141473435,1,New_Development,Average,1,1,0,2.0,474037.37936951336
2165.631715701782,4,2.6278851135979204,10.08912712971798,2,Suburbs,Average,0,1,0,2.0,496348.2448097387
2487.7725635611796,5,1.6778598872592334,15.523802058339626,2,Suburbs,Good,1,0,0,2.0,602143.193777811
1760.412881077355,5,3.5125662726917604,3.917096370277769,2,Suburbs,Excellent,0,0,0,2.0,533936.9903742343
1907.1705116680914,4,1.8070601214283992,12.06662124874423,1,Waterfront,Good,0,0,0,2.0,545635.596675852
1446.8325129969858,3,3.2755657604213892,6.982365520921226,2,Waterfront,Below_Average,1,0,0,2.0,456725.4140154758
1401.8966879596646,4,2.841755489497348,16.255881431617247,1,Waterfront,Average,0,1,0,2.0,473707.5603786981
2406.262911197099,5,1.9830181521249575,2.2836994143156857,1,Suburbs,Average,0,0,0,2.0,517533.68722133717
2678.1200142854113,3,3.9202487140876094,12.690189888563443,2,Suburbs,Average,0,1,1,2.0,578666.979594731
1963.994939209833,4,1.545090534594816,3.0734841775604855,3,Downtown,Good,0,1,0,2.0,537779.6991084805
2501.766448946012,4,3.2353233388880014,4.899318091577119,1,Waterfront,Average,1,0,0,2.0,617680.7745935562
2180.818012523817,4,3.300465854434383,3.7021293550425836,2,Downtown,Average,0,0,1,2.0,532102.4534296177
1677.4401226974378,3,1.963503832738684,3.028764719694261,2,Suburbs,Excellent,0,0,1,2.0,502408.1743654418
2180.697802754207,4,3.613972240051463,26.20560240155274,2,Historic,Excellent,0,1,1,2.0,563394.5016205027
2769.0182832329847,5,2.299962788320838,5.046942470860331,1,Historic,Average,0,0,0,2.0,595777.8694977153
1982.0869804450242,3,2.7309549034238856,39.28489378560806,3,Suburbs,Below_Average,0,1,0,2.0,429368.4207657023
2782.3218279070034,3,2.7082574710169767,52.56167604678273,1,Suburbs,Good,0,1,1,2.0,516634.3244109835
800.0,6,2.3925530068235616,12.703585507177706,1,Downtown,Average,0,0,1,2.0,384255.54031844693
2410.9512521876118,3,3.1486466185278257,2.3147800557034293,0,Waterfront,Average,0,1,0,2.0,565082.240635088
2043.5235341190855,5,3.1347909764417703,7.039216196322473,2,Historic,Good,1,1,1,2.0,570798.5669329141
1850.4963247670662,4,1.1011744214094552,23.97244545325931,1,Suburbs,Excellent,0,0,0,2.0,466228.63383034035
2045.8803882677512,3,3.543472194302522,6.868534685230026,1,Suburbs,Excellent,0,0,1,2.0,503070.53619090805
1006.2155426995536,5,1.1700064095714604,1.3655738640630235,1,Historic,Average,0,1,1,2.0,433670.1551683476
1890.164056081244,4,3.326036963473326,12.205501475834367,2,Historic,Excellent,0,1,1,2.0,568765.5016795646
2178.5562857558734,4,3.4013641094620666,27.976652298721998,2,Suburbs,Good,1,0,1,2.0,555828.2058609936
2738.947022370758,3,1.6272268558278413,23.83911754337835,1,Suburbs,Average,1,0,1,2.0,552459.1619382724
1740.8648908631762,4,2.171348569636332,2.887817468280255,2,Downtown,Average,0,0,0,2.0,527672.3727068012
1595.7531985534063,3,1.6154362652112515,16.756133001597124,2,Downtown,Excellent,1,1,0,2.0,515297.6283240792
1749.1214782077318,3,2.3280631757690116,3.7366208992268675,2,New_Development,Good,0,0,0,2.0,478157.2336087681
2457.701058851037,6,2.253572572651407,3.6924894466761646,1,Historic,Good,0,0,0,2.0,589659.708991645
2164.3755548298423,3,3.123728425815472,31.080647456060365,2,Historic,Average,0,1,1,2.0,519670.7073409114
1735.1198981164807,4,3.5482469968956867,4.308611602381981,3,Downtown,Average,0,0,0,2.0,531029.913726821
2256.633716556678,3,3.616547048631965,4.582545836497357,2,Historic,Excellent,0,1,0,2.0,562643.3709704677
2048.5387746740203,4,2.050265578737358,0.009804064711055537,1,Suburbs,Average,1,0,1,2.0,503557.09913755115
2484.3224952664445,3,2.3326225010043777,30.680707999330835,2,Suburbs,Average,0,1,1,2.0,530897.0305837193
1648.9734530613239,6,1.1532494462232397,23.59621462296875,2,Suburbs,Average,1,0,0,2.0,476811.3269920007
1836.1689267011159,4,1.855303946803049,14.805886678838803,2,Downtown,Average,1,1,0,2.0,519509.79360326193
1803.9459234339213,3,3.271881306477966,20.81036973479696,1,Historic,Good,0,1,0,2.0,430094.43013552827
1268.2425259339407,2,3.7924662588385853,2.473978766049447,1,Suburbs,Excellent,0,0,1,2.0,412908.53249656723
2148.060138532288,3,1.5125209024960622,9.196297407376433,2,Downtown,Average,0,0,0,2.0,532141.6024129839
2130.5276360899447,4,2.0260285926776844,6.4899098772651405,2,Downtown,Average,1,0,1,2.0,615489.9721233454
2002.5567283212304,3,2.4788753944328583,1.4770401539131135,1,Downtown,Average,0,0,0,2.0,481701.61115328415
1882.7064333124265,5,2.7241289270556854,9.986788620619517,3,Downtown,Good,0,1,0,2.0,553199.5897367058
1292.3146289747929,4,1.852317184062683,38.02525919558891,1,Suburbs,Below_Average,0,1,1,2.0,339082.9625233801
1789.6773386173204,3,2.8392488355712717,0.6132536814149846,2,Historic,Average,0,0,0,2.0,492978.1244258636
1828.6427417366153,4,2.120928522343267,5.1682508010578845,2,Downtown,Excellent,0,1,0,2.0,552537.4763769094
1598.8613653891905,4,2.4884381832973768,3.4892164362461964,2,Downtown,Good,0,1,0,2.0,487135.12168939033
1919.3571441669953,3,2.9370273984029596,4.080018010454159,3,Suburbs,Average,0,1,0,2.0,489912.96413524536
2202.0254284072694,3,2.5051378158487503,35.86051923576987,1,Historic,Average,0,0,1,2.0,472330.8642990735
2943.0929506052653,2,2.150891287578745,9.468623988865069,2,Suburbs,Good,0,0,0,2.0,545421.9149172377
2087.2889064159194,4,2.4123121568593353,9.418804434918608,1,Suburbs,Average,0,0,0,2.0,454498.8954443434
2128.775195361382,4,2.4293096326357317,21.442766203557976,2,Suburbs,Good,0,0,0,2.0,527125.5733893461
1962.7770421169164,4,2.2039911760942976,2.517268351684477,2,Suburbs,Good,0,0,1,2.0,512332.0905440891
1040.6143923504792,5,2.292963149866318,10.019952406357188,2,Downtown,Average,0,0,1,2.0,439352.68098368164
1986.7430622753916,5,3.7789177364037734,8.431394675272337,1,Waterfront,Average,0,0,1,2.0,577211.2399727639
2030.1151049705131,4,2.948735558352991,13.628956950613599,2,Waterfront,Average,0,1,1,2.0,586417.7169550478
3231.621056242643,5,2.2636157455766717,100.0,1,Suburbs,Average,0,0,0,2.0,538508.1716337804
1903.8195176094387,3,3.0575635236085885,22.0092408520916,0,Waterfront,Excellent,0,0,0,2.0,541752.9860140563
2150.7736711668063,3,2.232944408195192,7.609121607965189,2,Waterfront,Average,0,0,0,2.0,559644.1760031682
1982.6441151473784,3,3.438499710069313,26.364984588427617,2,Suburbs,Good,0,0,0,2.0,480436.2736759233
1415.660981190234,2,2.7957137537584753,2.8077508854175206,2,Suburbs,Excellent,1,0,0,2.0,448899.363807493
2571.4114072575103,4,2.414158284796617,0.4640602334810582,1,Downtown,Good,1,0,1,2.0,624859.7982047404
2375.966516343387,5,2.858173540648222,3.4307930074641932,1,Downtown,Good,1,0,1,2.0,624302.1194609106
2395.5159735215234,2,1.2432990783452005,6.242088124984625,2,Waterfront,Good,1,0,1,2.0,580585.8474545656
1545.3062726026305,3,1.5985860248721557,10.718037151658407,2,Historic,Good,0,0,0,2.0,472043.7460804824
2701.3971554680497,4,1.5448599948807558,14.3227114641107,1,New_Development,Excellent,0,0,1,2.0,636458.9189901551
1299.0744686038597,5,2.6143544758109654,36.22047824687898,2,Waterfront,Good,0,1,1,2.0,480981.88388948713
2293.428546900135,3,3.8860119995880735,10.695779888396066,2,Downtown,Average,0,0,1,2.0,563966.8447483827
3095.227812904989,4,4.2850401169541055,10.43552594843929,2,Downtown,Good,0,0,0,2.0,671534.6030516635
1504.7318374346557,2,3.010440881152606,0.7732369038535296,2,Historic,Good,1,0,0,2.0,488729.0548650084
1716.851135198614,3,2.9006755799555655,0.5330328984707247,2,Suburbs,Average,0,0,0,2.0,409296.9646795889
2049.8256825438207,6,1.0591538126778088,12.016330760047033,2,Waterfront,Average,0,0,0,2.0,578725.5028230095
1748.2621729419004,6,2.0658609602127824,8.648569451563471,2,Historic,Average,0,0,1,2.0,504499.2221318699
1224.6682844669335,2,1.8697729984734088,27.4120801185722,1,Waterfront,Good,0,1,0,2.0,436043.07061942935
2034.2814874030137,6,2.003321921399107,2.6274411600683925,2,Historic,Average,0,0,0,2.0,529432.7281449923
1468.8481431369476,4,2.3654849451321684,0.3793311586698058,2,Downtown,Excellent,1,0,1,2.0,513642.1480457127
2236.796215317591,5,2.122327537842298,8.941362472865665,2,Waterfront,Excellent,0,1,1,2.0,653430.4469751348
1540.2878828830985,4,1.0,4.066869729058099,1,Historic,Good,1,1,0,2.0,449324.43185804726
2774.96720250877,4,3.098328204894027,0.7633118092604816,2,Suburbs,Average,0,0,1,2.0,597610.9690620753
1608.3733538318816,4,1.6418055794081547,19.342867081651285,2,Waterfront,Good,1,0,0,2.0,559479.9207438462
1838.9692418971622,4,2.6913974912889196,1.7748796141672543,1,Suburbs,Excellent,0,0,0,2.0,457644.10445915797
2406.758608684835,3,4.159266135799979,14.059632338498995,2,New_Development,Excellent,0,0,0,2.0,571021.075082083
1384.5678417830222,2,1.7644923267308612,4.949446758168735,2,Downtown,Average,0,0,1,2.0,423260.7737939709
2113.729967302065,3,1.0,2.858258744590087,0,Suburbs,Average,1,0,1,2.0,476156.7154233934
2653.571377141214,4,2.2711966224959115,7.164526676170016,3,Downtown,Good,1,1,0,2.0,678236.1248428478
1196.2583827193862,3,3.380767707998857,24.250395727737427,2,Waterfront,Average,0,0,1,2.0,446875.8635113521
2092.3169292661523,4,4.066677963376475,7.4660147736563305,2,Downtown,Average,0,0,0,2.0,558461.4949597027
2129.9413971242116,6,1.5163603244380663,20.840665598879344,1,Suburbs,Average,1,0,1,2.0,516367.723776895
2390.9114358886554,2,2.8973593785892175,2.011309723366998,1,Suburbs,Good,0,1,0,2.0,517675.4245203441
1381.5246445609591,4,2.127751634575957,22.226982094782954,3,New_Development,Average,0,0,0,2.0,442133.9409466941
1339.7716934578618,4,2.4152413165566915,4.056147991081752,1,Suburbs,Good,0,1,1,2.0,411392.3947615734
2260.970782808449,5,4.615474677613628,16.969812261765846,2,Downtown,Average,0,0,1,2.0,610897.6414922873
2148.492336616593,3,1.2976237372838773,12.513113124753927,1,Historic,Excellent,1,0,0,2.0,538734.4125420597
2125.2464251729384,4,2.702991729195659,39.70673628942719,1,Suburbs,Good,1,0,0,2.0,509855.97337453574
2173.2241047484877,5,2.8741545374123465,7.348749179498455,0,New_Development,Good,0,0,0,2.0,532402.9816880793
1659.9876392107547,5,3.368629059951478,1.0268357715342025,2,Downtown,Average,0,0,0,2.0,521745.60651661013
2116.1268485805017,4,2.578386522776716,0.2901199345933727,3,Waterfront,Excellent,1,0,1,2.0,669460.06944371
2146.5362366493405,4,2.7464404316032818,26.304696778176382,1,Suburbs,Average,0,0,1,2.0,478326.9298317591
1642.824290986816,4,2.186681146062567,11.15826116210341,1,Downtown,Good,1,1,0,2.0,518652.7114893289
2932.8872555723783,5,2.715301552996086,22.391102104277625,1,Waterfront,Average,0,0,0,2.0,669013.9303728746
2236.9164604558937,4,2.2254461796020717,4.006933158660465,2,Suburbs,Average,0,0,1,2.0,496235.31329438323
1404.3482513986755,2,2.9972575118848406,6.3487186089978405,2,Historic,Average,1,0,0,2.0,453823.8038302795
2328.276804316915,5,2.2043117311650926,0.45849446958940815,2,Suburbs,Average,0,1,1,2.0,521375.9550867652
1512.6591648863393,4,2.8016803151217493,48.85346543770397,2,Suburbs,Average,0,1,0,2.0,373382.8346748528
2393.542301871226,4,2.4765897490520175,16.533337767185802,2,Suburbs,Good,0,0,1,2.0,542619.0750344794
2579.297789503702,3,3.4008402006177345,40.591925481024546,1,New_Development,Average,0,0,1,2.0,546377.6502460805
1589.6588408241448,4,2.458885021129211,4.628405883018479,3,Suburbs,Good,0,0,1,2.0,503325.18573974015
2481.6880646221607,3,1.0815740254344948,14.180526731428419,1,Suburbs,Average,1,1,1,2.0,500108.80346220476
2206.390463468249,4,3.5095372005711933,17.02136455021886,0,Suburbs,Average,1,1,0,2.0,498667.9061027463
2411.030079997245,3,1.7754141593099049,5.730983631972473,2,Suburbs,Good,0,0,1,2.0,494259.2694861909
2948.396491326974,4,1.976986929080944,28.268905018622927,2,Suburbs,Good,0,0,1,2.0,595987.0088514664
1877.3059419985648,6,2.023470964765206,44.10771727772263,2,New_Development,Good,0,0,0,2.0,501790.4351702274
1623.1319178212552,2,3.599550474536654,32.42346146156088,2,Suburbs,Average,0,0,0,2.0,416964.68731670803
1555.2427851872383,6,1.0,20.15237276077007,2,Historic,Below_Average,0,1,0,2.0,438889.4566795676
1592.0948575172808,4,5.0,4.874834609949084,1,Downtown,Average,1,0,0,2.0,534057.0508809722
1961.4491452929478,5,3.3448454472528413,4.961266388530258,2,Waterfront,Average,0,0,0,2.0,587848.1362554274
2170.575987408322,4,2.6785911313033277,49.599352275186455,2,New_Development,Below_Average,1,1,1,2.0,505593.53132413543
2138.3453996650096,4,2.456084799506971,0.15506620176117678,2,Downtown,Excellent,0,1,0,2.0,569915.845218255
2413.591624518012,4,2.7284432598861255,18.884355276364623,2,New_Development,Good,0,0,1,2.0,582074.2317107221
2006.5009459389535,5,2.9168979427034705,18.375197249511544,1,Suburbs,Average,0,1,0,2.0,450898.0594618834
2726.7670385786587,4,3.0161724687600455,14.620303974244925,2,New_Development,Average,0,0,0,2.0,616625.2618586674
1867.671583381022,3,2.944483572802759,69.24171698126958,2,Waterfront,Average,0,1,0,2.0,472193.4995661386
3360.0845832948094,4,2.5716645450041993,5.606868265286818,1,Suburbs,Good,1,1,0,2.0,702080.1463203522
2312.8336738825033,5,2.3421292637541393,6.232092213810511,2,Downtown,Excellent,0,0,0,2.0,609440.694079475
1571.4212217918587,4,2.3789813730771905,1.2334417506737074,3,Suburbs,Good,1,1,0,2.0,495745.9715769867
1464.5537509694439,4,2.3440733757178553,8.772415391399992,2,Downtown,Good,0,1,0,2.0,486913.5988773699
2241.2362076215927,4,3.4070160774936515,4.537845373786746,3,Downtown,Good,1,0,1,2.0,631765.7458005351
1888.2686073370746,5,2.9748453778246895,6.3099003235909725,1,Downtown,Average,0,0,1,2.0,527427.9053115237
2357.000247046046,3,1.0,26.988269343802898,0,Suburbs,Excellent,1,1,0,2.0,529700.880671133
2236.6188122867725,4,3.0247206212238087,41.11274975476474,1,Historic,Average,0,0,1,2.0,479956.00741977425
1963.5855436715635,2,2.65578895577502,3.082005680467606,2,Downtown,Good,1,0,1,2.0,528605.8646271391
1576.6031409657976,3,2.485032994843282,6.990387624432541,1,Downtown,Average,1,1,0,2.0,506938.79111674597
1242.5763876570677,3,2.1891852375288914,39.598283131561125,0,Waterfront,Excellent,0,1,1,2.0,469567.7250653602
1776.7425239664894,3,3.399290175988811,0.95701726695257,3,Downtown,Good,0,0,1,2.0,541764.2391889815
2428.199397161736,4,3.2580211696982864,1.45362054930582,2,Downtown,Excellent,0,0,0,2.0,663297.3241185644
2107.046872065102,3,1.8816978657411125,2.6652228818409722,2,Downtown,Below_Average,1,0,0,2.0,523878.6743174033
1377.130610644006,4,2.825641829699628,13.565907995555568,1,New_Development,Average,0,0,0,2.0,442748.9643191018
2086.590462925591,3,1.7226746123669712,2.4461204528411824,1,Historic,Good,0,0,0,2.0,497237.613695682
2192.658689864418,3,1.3963054681688556,51.666137246300664,0,Suburbs,Good,0,1,1,2.0,425128.33428125264
1558.0712818994334,3,1.9986262203280278,8.87821777629133,2,Waterfront,Below_Average,0,0,0,2.0,500040.1496496819
2076.8625529727638,2,3.189914777906207,10.442815785239837,3,Suburbs,Good,1,0,1,2.0,545114.2257272232
2029.1043592229998,4,3.262500036300869,4.248551826855704,2,Waterfront,Excellent,0,0,1,2.0,621923.55095012
1428.5148510846884,4,2.9104683360778343,9.550375691581154,1,Waterfront,Average,0,1,1,2.0,514698.5783178831
2178.8936801741415,4,3.080076629478398,16.266808370961535,2,Waterfront,Below_Average,1,0,1,2.0,585766.9776058046
2280.3922631841174,4,2.9129426296919667,20.865210436012624,1,Suburbs,Excellent,0,0,0,2.0,544668.3828848081
2541.5256215876384,3,1.986814723821638,21.028314564499073,1,Downtown,Good,0,0,0,2.0,514027.70651091146
2526.9010260174514,5,2.8455380357391524,12.93737957157079,2,Suburbs,Below_Average,0,0,1,2.0,526659.0211625448
1311.1653160214546,4,3.1403276201821457,35.2074267563761,2,Historic,Excellent,0,0,0,2.0,450840.2270133948
1531.0874800424385,4,3.1034330638508596,25.507504307012468,1,Suburbs,Excellent,0,0,0,2.0,430057.3470445086
2257.51763360433,2,3.4511306971797144,21.223377871826212,0,Historic,Average,1,0,1,2.0,511438.62963590596
2256.8929754561045,3,3.066643077760851,0.8581698082231024,3,New_Development,Average,0,0,1,2.0,533566.4186262875
2257.523843153024,3,2.7811585660332665,0.10352586632242151,1,Downtown,Good,0,0,0,2.0,592005.9437543487
3926.365745327361,3,3.356120190653142,3.582374413954841,0,Waterfront,Below_Average,0,0,1,2.0,778241.0694249071
2285.4452553465835,4,2.478782992600752,16.33840871995997,1,Waterfront,Average,0,0,1,2.0,580731.5814949295
2567.7828200902995,4,1.7945002790178257,7.944966701566589,0,New_Development,Excellent,1,0,0,2.0,601451.0568041455
2477.0008817466014,4,2.369546428844989,7.722661789202243,1,New_Development,Below_Average,0,0,0,2.0,551065.9026795437
2325.6956256528993,4,1.9040778841548407,32.38855966752652,2,Waterfront,Good,0,0,1,2.0,635576.9474874387
1842.3653776798271,5,1.9598573800204946,33.88754709046343,1,Suburbs,Good,0,1,0,2.0,471950.36238750693
2379.4846102466336,4,2.384385063427586,35.9823541223666,2,Historic,Average,0,0,0,2.0,556066.9329625822
1613.587392731214,6,1.866064063200031,5.650499040313242,2,Downtown,Good,0,0,0,2.0,503461.4740117943
1881.5906966299956,2,2.2536307762887677,17.61891963225723,2,Historic,Excellent,0,0,1,2.0,478813.2735636765
1757.3182260854483,3,1.0,4.754257287155892,2,New_Development,Excellent,0,1,0,2.0,477345.1074820309
2040.9370696931612,2,2.670634965898351,3.172112928168204,2,Suburbs,Good,1,1,0,2.0,513940.6281551875
3157.329283336754,4,2.5009643802897794,3.0617444222839674,0,Waterfront,Average,0,0,0,2.0,679337.5556165321
1066.367403704126,5,1.8463290951454474,6.280708778659042,2,Suburbs,Average,1,0,1,2.0,412414.9899575599
2343.1300951872568,3,3.027396534745924,8.430668544809832,2,Suburbs,Below_Average,1,0,0,2.0,527149.2877180943
1193.642064405174,5,3.2500561101012466,26.663337694371346,3,Suburbs,Good,0,0,1,2.0,448220.7310193528
1764.0340671052832,2,1.2139521085048206,1.9156443262474454,2,Historic,Good,0,0,1,2.0,432966.81240868825
2544.475298483683,5,1.8898201771470284,19.916185064808133,3,New_Development,Excellent,0,1,0,2.0,617599.9716123878
2032.1400095477313,3,1.8846861201701612,11.371844213191045,2,New_Development,Excellent,0,0,1,2.0,557965.3177763592
1461.127611035347,3,1.748077519112908,5.094009069180114,1,Downtown,Good,1,1,1,2.0,484871.1507307932
1642.348145370016,4,3.163579873545399,10.183327344637902,2,Historic,Average,0,0,1,2.0,455242.96756096417
2339.798874467338,3,2.344939088981757,5.348882848523189,3,Waterfront,Below_Average,0,1,0,2.0,603557.2433524192
1634.8166841414318,3,2.2883881269515114,13.59814921650774,2,Suburbs,Below_Average,0,1,1,2.0,387096.9565015966
2108.2292947909873,3,1.0,8.533282261793586,0,Downtown,Good,0,0,1,2.0,511422.6369573028
2022.7859199519069,5,3.0083344241673813,2.694177993274703,2,Suburbs,Average,0,0,1,2.0,524679.6883103893
1674.1998261970914,4,1.508593284117222,1.8593703085335342,1,New_Development,Good,1,0,0,2.0,481636.95682985283
3071.972044662663,3,2.5479461042130627,11.867873933091065,0,Waterfront,Excellent,0,0,1,2.0,712815.4533803965
2316.9595111590056,4,2.721901550366553,34.905169983712575,2,Waterfront,Average,1,0,0,2.0,582527.6442543531
987.4287066711964,4,3.5885268766709206,6.3229498487936295,1,Suburbs,Average,0,0,0,2.0,381049.09983403573
2093.227157384714,3,1.4529436807047102,19.8076053324724,2,Waterfront,Excellent,0,0,0,2.0,569488.2770494155
1669.106767615806,4,1.0,16.123203007079614,1,Downtown,Good,0,1,1,2.0,505595.01184092415
2426.216667398112,3,2.647079635802956,40.225852859606086,2,Suburbs,Good,0,0,0,2.0,511017.2633742473
1603.7396307836498,3,3.940408945208683,25.803951452339795,0,Waterfront,Average,0,1,1,2.0,473617.2757484862
1942.6317792665504,4,3.49115708235155,12.541594860336012,1,Downtown,Good,1,0,1,2.0,524433.7443373448
2252.4936394902284,3,2.6677275322197005,16.05170627855842,1,Historic,Below_Average,1,1,0,2.0,512804.46581130335
2432.8775970850606,4,2.106691051494362,34.298678246931495,1,Suburbs,Excellent,0,0,1,2.0,542945.928757728
1399.8517964721118,4,3.145698077309848,7.650358792924321,0,Waterfront,Good,0,0,0,2.0,491613.9619537104
1832.7493820795257,3,1.721163040236425,5.935574288275388,1,Suburbs,Good,0,1,0,2.0,443233.1064355023
1762.5273444195218,4,2.8810862154849755,0.16304922064522073,2,Suburbs,Average,1,0,1,2.0,489780.3678575629
